ID,NOM_TOPOGRAPHIE,VILLE,ARRONDISSEMENT,ID_VOIE_PUBLIQUE,LATITUDE,LONGITUDE
7809,Avenue des Tulipes,Québec,Charlesbourg,124557,46.89089334906265,-71.2813356567524
10390,Rue de Bastogne,Québec,Les Rivières,140648,46.836416186976265,-71.32478262751425
19043,Boulevard Laurier,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.76753964116469,-71.28190164362695
7810,Avenue des Tulipes,Québec,Charlesbourg,124558,46.89282309879714,-71.2831589236323
6763,Avenue Sainte-Thérèse,Québec,Beauport,126951,46.89429025570566,-71.22210544606824
11217,Montée des Cinquante,Québec,La Cité-Limoilou,,46.8299056333459,-71.1984775215355
7003,Rue des Pâquerettes,Québec,Charlesbourg,124541,46.88732882165257,-71.27861267548215
24085,Rue Irving,Québec,La Haute-Saint-Charles,123712,46.8620423790886,-71.39574114085082
7807,Avenue des Tulipes,Québec,Charlesbourg,124554,46.88806502115818,-71.2786344862635
7808,Avenue des Tulipes,Québec,Charlesbourg,124555,46.888971098157306,-71.27971471586628
12538,Boulevard Louis-XIV,Québec,Beauport,127578,46.896589472290174,-71.20797143935198
6506,Rue Marcadet,Québec,Beauport,127454,46.89266572301813,-71.21489906233307
11438,,Québec,La Cité-Limoilou,,46.83229124734172,-71.20550945622797
5780,Rue Jean-XXIII,Québec,Beauport,128211,46.88858108716531,-71.16969434219055
15580,Rue Paul-Émile-Giroux,Québec,Beauport,148086,46.88765315342241,-71.18581831798147
12131,Avenue Guilbault,Québec,Charlesbourg,203635,46.858760388376766,-71.27174443810968
10976,Rue Odilon-Lirette,Québec,Les Rivières,103842,46.855207260862166,-71.33839957724135
11448,Boulevard Henri-Bourassa,Québec,Beauport,125542,46.83492974638812,-71.20031201516886
11466,Rue Abraham-Martin,Québec,La Cité-Limoilou,,46.81962781519275,-71.19864853452962
11265,Boulevard Savard,Québec,Les Rivières,,46.850359028470415,-71.33368913746249
21856,Rue Marie-Fitzbach,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.7756126244124,-71.28257873090506
19817,Rue de l'Université,Québec,Sainte-Foy–Sillery–Cap-Rouge,116515,46.78119042045803,-71.26727595273353
20572,Rue de la Camomille,Québec,Les Rivières,200147,46.85085203325291,-71.33807051812389
1913,Carré Rose-Leclerc,Québec,Les Rivières,104565,46.848495093640175,-71.32575454520011
3624,Rue Marie-Lucie,Québec,Les Rivières,103575,46.85380750489337,-71.33058657122561
11254,Rue de Prague,Québec,Les Rivières,200319,46.84670533190888,-71.33826688520361
45523,Boulevard Pierre-Bertrand,Québec,Les Rivières,,46.839321220465436,-71.28810797679073
12682,Rue de l'Exposition,Québec,La Cité-Limoilou,,46.82759405865636,-71.24661221795935
11452,Rue Ressac,Québec,Beauport,,46.83326068024355,-71.19506318882328
517,Boulevard Wilfrid-Hamel,L'Ancienne-Lorette,,117420,46.796030992640354,-71.34901118404336
1936,Rue Charles-A.-Parent,Québec,Les Rivières,101055,46.847189793148694,-71.32181705331276
48735,Autoroute Duplessis,L'Ancienne-Lorette,,,46.7865119503387,-71.34931583844842
11425,Rue de Lunenburg,Québec,Les Rivières,141488,46.84166737484676,-71.33579396415658
11901,Avenue D'Assise,Québec,La Cité-Limoilou,,46.83233938418599,-71.24277211978516
12969,Avenue de la Roselière,Québec,Les Rivières,145187,46.819729800625225,-71.2874228328362
11434,,Québec,La Cité-Limoilou,,46.830774047918915,-71.20293844736592
165437,Rue Dalhousie,Québec,La Cité-Limoilou,105656,46.81788972224913,-71.21021703254969
6413,Route 138,Saint-Augustin-de-Desmaures,,129079,46.742458901035505,-71.46489847874638
19847,Chemin Saint-Louis,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.77044558092574,-71.26007249600012
19858,Boulevard Champlain,Québec,Sainte-Foy–Sillery–Cap-Rouge,116600,46.78638896684813,-71.235794592354
19861,Avenue Watt,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.787129137770606,-71.30255970497905
11449,Boulevard Henri-Bourassa,Québec,Beauport,133326,46.83556068506146,-71.19927519498202
12964,Rue de Port-Louis,Québec,Les Rivières,139812,46.81583981808847,-71.28262882346199
11439,,Québec,La Cité-Limoilou,,46.83184527376238,-71.20631116999546
11486,Rue d'Armorique,Québec,Charlesbourg,203634,46.898822638478876,-71.31909168690392
86,Rue Larche,Québec,Les Rivières,200876,46.842980997416056,-71.2992565694906
13341,Rue Saint-Olivier,Québec,La Cité-Limoilou,105374,46.80805044641383,-71.22738908967084
11903,Rue Soumande,Québec,La Cité-Limoilou,200615,46.83317134461072,-71.24466941121199
169306,Boulevard Pierre-Bertrand,Québec,Les Rivières,112870,46.82523321637185,-71.27289319807771
169307,Rue De Celles,Québec,Les Rivières,101245,46.82764685476764,-71.31055994854088
11436,,Québec,La Cité-Limoilou,,46.831937890410785,-71.20402019845739
11453,Boulevard Henri-Bourassa,Québec,Beauport,,46.83338091883012,-71.19426682744681
12150,Rue des Pléiades,Québec,La Haute-Saint-Charles,143287,46.879521544643,-71.33500167018047
19832,Rue de Bergerville,Québec,Sainte-Foy–Sillery–Cap-Rouge,116351,46.78007400155555,-71.24950811051247
11427,Boulevard Montmorency,Québec,La Cité-Limoilou,112449,46.82888230062632,-71.21711758296968
7603,Rue Bourget,Québec,Beauport,128883,46.87127097158005,-71.17831127517138
50651,Rue de l'Hêtrière,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.76365936779885,-71.37239259298968
10401,Rue de Bastogne,Québec,Les Rivières,140648,46.83630280115608,-71.32371636508061
11228,,Québec,La Cité-Limoilou,,46.83137143896389,-71.2056760343043
2050,Boulevard Bastien,Québec,Les Rivières,105237,46.85397015994011,-71.31488361222134
4087,Rue Einstein,Québec,Les Rivières,,46.793311567436994,-71.31124075358514
20883,Avenue du Patrimoine-Mondial,Québec,Les Rivières,141486,46.84422270637523,-71.33884357639738
12757,Rue des Fondateurs,Québec,Les Rivières,102197,46.85183626827498,-71.31712125039103
1459,Place Michel-Valcourt,Québec,Les Rivières,105732,46.856576987229886,-71.32949977204507
11450,Boulevard Henri-Bourassa,Québec,Beauport,133326,46.835909773881525,-71.1980691283148
12057,Avenue Kepler,Québec,Sainte-Foy–Sillery–Cap-Rouge,120464,46.78558978377612,-71.31256516543884
11229,Montée des Cinquante,Québec,La Cité-Limoilou,,46.83122544278053,-71.20579763031408
12886,Rue du Buffle,Québec,Charlesbourg,144426,46.88788555176863,-71.29607268076822
19829,Chemin Saint-Louis,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.77722332469432,-71.2480732927554
1106,Rue du Chalutier,Québec,La Cité-Limoilou,101305,46.81730410228077,-71.22692831351902
11311,Rue de la Girandole,Québec,Les Rivières,136849,46.84840245016883,-71.28613079354854
11227,Montée des Cinquante,Québec,La Cité-Limoilou,,46.829893755454954,-71.20705104774574
169817,,Québec,La Cité-Limoilou,,46.8292977300189,-71.20397232534587
12915,Boulevard Montmorency,Québec,La Cité-Limoilou,,46.82959136476529,-71.2173474671188
19814,Allée de l'Université,Québec,Sainte-Foy–Sillery–Cap-Rouge,116537,46.778249300516514,-71.26994204967302
13427,Rue de l'Etna,Québec,La Haute-Saint-Charles,143326,46.84959248213325,-71.42542955225318
5952,Rue Jean-XXIII,Québec,Beauport,128585,46.8794839658346,-71.16842368331712
6370,Rue Jean-Froissart,Québec,Beauport,127126,46.88784863318639,-71.22039433604361
6456,Rue Rocheleau,Québec,Beauport,127807,46.880479539616864,-71.21901580031243
12329,Rue Gérard-Delage,Québec,Beauport,127997,46.86586594233435,-71.1934858146046
5752,Place Boissière,Québec,Beauport,128383,46.89421103074343,-71.16449434435361
19819,Rue de l'Université,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.780136531603034,-71.27091703450266
11429,Rue des Sables,Québec,La Cité-Limoilou,,46.82107028161784,-71.22007617262193
12140,Rue des Perséides,Québec,La Haute-Saint-Charles,139887,46.879432625799836,-71.33628444927356
11218,Montée des Cinquante,Québec,La Cité-Limoilou,,46.83077822962607,-71.20902963265212
167929,Boulevard de l'Ormière,Québec,La Haute-Saint-Charles,100770,46.83588006324603,-71.3557402561912
3981,Rue Seigneuriale,Québec,Beauport,128096,46.875261668260435,-71.1974340022372
11857,Rue Boisbrillant,Québec,Sainte-Foy–Sillery–Cap-Rouge,114082,46.75361168643907,-71.35530285370801
21852,Boulevard des Gradins,Québec,Les Rivières,102458,46.84340688878894,-71.27826614669712
11230,Montée des Cinquante,Québec,La Cité-Limoilou,,46.83046985621384,-71.20608775872353
11176,11e Rue,Québec,La Cité-Limoilou,104653,46.82750430573463,-71.229396234079
11437,,Québec,La Cité-Limoilou,,46.832586837288034,-71.20462211685403
18793,Route de l'Église,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.76833248164162,-71.29901965150661
11435,,Québec,La Cité-Limoilou,,46.83122719270508,-71.20335768860409
19915,Rue du Capitaine-Bernier,Québec,Sainte-Foy–Sillery–Cap-Rouge,200013,46.76993825934809,-71.36324038153634
11049,Boulevard Saint-Jacques,Québec,Les Rivières,105175,46.83280131710562,-71.32910179461626
12758,Rue Raymond-Déry,Québec,Les Rivières,101796,46.8534621882365,-71.31756853121185
11451,Boulevard Henri-Bourassa,Québec,Beauport,,46.83456473403509,-71.19503319837875
174,Rue Soumande,Québec,Les Rivières,,46.82273008962661,-71.25828515135171
10514,Rue Einstein,Québec,Sainte-Foy–Sillery–Cap-Rouge,120529,46.78759480431155,-71.32108884770739
12149,Rue des Pléiades,Québec,La Haute-Saint-Charles,148129,46.87936371216417,-71.33420719980501
2032,Rue des Aïeux,Québec,Les Rivières,104208,46.85034736352035,-71.31598735126659
11249,Avenue du Patrimoine-Mondial,Québec,Les Rivières,146489,46.84653462677991,-71.34102490636428
13950,Rue des Adirondacks,Québec,Beauport,128729,46.88063190053776,-71.1904383393043
167430,Rue Xavier-Giroux,Québec,Beauport,,46.891131520226494,-71.15498719640576
2036,Rue Raymond-Déry,Québec,Les Rivières,101797,46.854204483827,-71.31799826413936
13126,Rue de la Carline,Québec,Les Rivières,107680,46.84790391018713,-71.33117702651148
2073,Boulevard Bastien,Québec,Les Rivières,105236,46.85242378418,-71.31094173708901
3610,Carré Cluseau,Québec,Les Rivières,101564,46.85602612628375,-71.33788855893859
642,Rue de la Presqu'île,Québec,Les Rivières,,46.81029308952907,-71.297380275418
12756,Avenue des Ancêtres,Québec,Les Rivières,100135,46.85224287595659,-71.3192646689052
44250,Rue de Vérone,Québec,Les Rivières,201821,46.842271232959185,-71.33111096747103
45851,Boulevard des Gradins,Québec,Les Rivières,102458,46.842193057713125,-71.27730845021844
2056,Rue du Fenil,Québec,Les Rivières,102174,46.85193506899336,-71.31162802800974
1897,Rue Coursol,Québec,Les Rivières,101691,46.84602013628937,-71.3273235555139
1134,Avenue des Ancêtres,Québec,Les Rivières,100135,46.853201435187586,-71.32016320413034
12755,Rue Marie-Parent,Québec,Les Rivières,103701,46.85043745360342,-71.3217016167884
47776,Rue de Stockholm,Québec,Les Rivières,201727,46.849575229693016,-71.34211356964427
11252,Avenue de Varsovie,Québec,Les Rivières,146486,46.84646437828233,-71.33996704044037
6799,Rue de Massabielle,Québec,Beauport,127346,46.883507905408315,-71.15435419280136
43929,Rue de Vérone,Québec,Les Rivières,200644,46.847560969966636,-71.33652897540915
1927,Rue de Chamerolles,Québec,Les Rivières,136209,46.84931096925642,-71.33354600107457
10972,Rue Auguste-Renoir,Québec,La Haute-Saint-Charles,104371,46.860851120832336,-71.3319386065961
12347,Rue Courtois,Québec,Les Rivières,101672,46.84518381025485,-71.3230929168397
11804,Rue des Alleghanys,Québec,Beauport,128153,46.87887158197713,-71.19838066348198
1898,Rue Coursol,Québec,Les Rivières,101690,46.84690755248584,-71.32629902261351
11415,Rue de Carthagène,Québec,Les Rivières,141466,46.843699584906254,-71.33770001012113
2038,Rue Chauvet,Québec,Les Rivières,101469,46.85295961362416,-71.31603204624213
10994,Avenue Chauveau,Québec,La Haute-Saint-Charles,106218,46.833670214133534,-71.34739766802672
170329,,Québec,Les Rivières,,46.85738141711327,-71.32907355572763
6804,Rue Anick,Québec,Beauport,128008,46.89322865395201,-71.19176562207439
10351,Rue La Mariouche,Québec,Beauport,128003,46.8950949048228,-71.19149148575231
3642,Carré Mérimée,Québec,Les Rivières,101836,46.855728758987404,-71.32839269740305
11262,Rue de Tolède,Québec,Les Rivières,146448,46.84515547349019,-71.33858377235063
10993,Avenue Chauveau,Québec,La Haute-Saint-Charles,106218,46.832909822395024,-71.34872341578595
43934,Rue de Vérone,Québec,Les Rivières,200643,46.84618256641384,-71.33522907422719
1130,Rue Jourdain,Québec,Les Rivières,102803,46.85142046957419,-71.32373900874164
3616,Rue Saint-Charles,Québec,Les Rivières,104954,46.852671921711895,-71.32832712114082
11900,Avenue de la Normandie,Québec,La Cité-Limoilou,,46.83214619229079,-71.24334276728362
11484,Rue Gaudias-Villeneuve,Québec,Charlesbourg,141648,46.90655553403644,-71.3488288998523
12155,Rue des Feuillus,Québec,La Haute-Saint-Charles,147607,46.881325439941065,-71.33417873584057
5804,Rue Éloïse,Québec,Beauport,128526,46.89076451715986,-71.15381476795407
12967,Rue Paquin,Québec,Les Rivières,145226,46.818210727874735,-71.28794095725111
19815,Rue de l'Université,Québec,Sainte-Foy–Sillery–Cap-Rouge,133026,46.77974046114862,-71.2692325949121
12169,Rue du Zénith,Québec,La Haute-Saint-Charles,144310,46.87978237409433,-71.3305450549673
11059,Boulevard Saint-Jacques,Québec,Les Rivières,105172,46.82471892784583,-71.32142879590872
11234,Montée des Cinquante,Québec,La Cité-Limoilou,,46.830204499859086,-71.20267563612819
19818,Rue des Sports,Québec,Sainte-Foy–Sillery–Cap-Rouge,144787,46.78554574114856,-71.27869844616501
11457,Rue Abraham-Martin,Québec,La Cité-Limoilou,,46.821897666902196,-71.21229567092345
10975,Place De Beaumarchais,Québec,Les Rivières,100654,46.85528708452178,-71.3264572589675
20886,Boulevard Robert-Bourassa,Québec,Les Rivières,200144,46.84403964528889,-71.33151661344385
3617,Rue Meredith,Québec,Les Rivières,103943,46.85393853590979,-71.32827374970307
2040,Rue Chauvet,Québec,Les Rivières,101469,46.850914448905144,-71.3141175043337
2093,Boulevard Bastien,Québec,La Haute-Saint-Charles,100577,46.85746259435775,-71.33975540598368
11409,Avenue du Patrimoine-Mondial,Québec,Les Rivières,141567,46.84232158823564,-71.33549369229834
8292,Avenue Faneuil,Québec,Charlesbourg,122949,46.86603605484796,-71.24946330295049
1899,Rue du Carrousel,Québec,Les Rivières,101195,46.84566302715328,-71.32630582081177
10979,Rue du Calumet,Québec,Les Rivières,101000,46.84528858615248,-71.32997065087571
1701,Rue du Roi,Québec,La Cité-Limoilou,104517,46.81551748500936,-71.22325316499318
15174,Rue Richelieu,Québec,La Cité-Limoilou,104401,46.8120523750696,-71.21788621127769
6444,Rue De Montherlant,Québec,Beauport,127121,46.885765048674514,-71.22060144935794
1920,Rue Coursol,Québec,Les Rivières,147827,46.84432137158732,-71.3275635470702
11410,Rue de Carthagène,Québec,Les Rivières,145666,46.84325967598824,-71.33621930240415
1479,Rue André-Morin,Québec,Les Rivières,102478,46.8564700666499,-71.32353551271392
11890,Rue du Roi,Québec,La Cité-Limoilou,104518,46.81579610057098,-71.22222357549279
11932,Rue du Roi,Québec,La Cité-Limoilou,104518,46.81611330188536,-71.22146512940303
1925,Rue de Chevreuse,Québec,Les Rivières,107683,46.847055764906976,-71.33134481310974
38816,Rue Yvon-Dolbec,L'Ancienne-Lorette,,135427,46.79069970052906,-71.3509317589579
55765,Rue Albert-Dumouchel,L'Ancienne-Lorette,,116749,46.79537805775283,-71.35179101404565
20571,Boulevard Robert-Bourassa,Québec,Les Rivières,200149,46.85048743873481,-71.33877168063547
1940,Rue Marie-Parent,Québec,Les Rivières,103700,46.84952152833264,-71.3208448198621
1466,Rue Thomas-Pope,Québec,Les Rivières,100790,46.85922135315496,-71.33164750777836
45524,Boulevard Pierre-Bertrand,Québec,Les Rivières,,46.83976210794621,-71.28920700983014
20887,Rue de la Camomille,Québec,Les Rivières,200142,46.84456513959774,-71.33108081487663
1908,Rue de la Coupole,Québec,Les Rivières,101666,46.84463226385608,-71.32557959930459
19207,Rue de la Picardie,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.77369063422963,-71.28842097991915
44248,Rue de La Havane,Québec,Les Rivières,200633,46.84165159582532,-71.3314099114762
473,Boulevard Wilfrid-Hamel,L'Ancienne-Lorette,,116879,46.79401157780935,-71.35201948067775
1135,Rue des Explorateurs,Québec,Les Rivières,102128,46.85365382092836,-71.31907083699964
2069,Boulevard Bastien,Québec,Les Rivières,105235,46.8510086822468,-71.3090898206017
10983,Boulevard Saint-Jacques,Québec,Les Rivières,141446,46.84633224124152,-71.34411367729517
50653,,L'Ancienne-Lorette,,,46.789633907806326,-71.34934408315374
10987,Boulevard Saint-Jacques,Québec,Les Rivières,105178,46.841470156969955,-71.34077123106937
10978,Rue de la Sultane,Québec,Les Rivières,105523,46.855020170332125,-71.3359090235551
1930,Rue de la Carline,Québec,Les Rivières,139087,46.84718021742245,-71.33281050838892
48733,Autoroute Duplessis,L'Ancienne-Lorette,,,46.787438171699215,-71.35015192505226
2051,Boulevard Bastien,Québec,Les Rivières,105238,46.85450383267229,-71.31623082644097
49363,Rue Marchet,L'Ancienne-Lorette,,117301,46.79803665803988,-71.34024177591532
507,Boulevard Wilfrid-Hamel,L'Ancienne-Lorette,,117301,46.797521524973476,-71.33954747810914
3481,8e Avenue,Québec,La Cité-Limoilou,100453,46.82368611490376,-71.22108815358379
1922,Rue du Cabriolet,Québec,Les Rivières,100980,46.84705522682489,-71.32947957576036
45217,Boulevard des Galeries,Québec,Les Rivières,,46.83122227624624,-71.29340789661715
170428,Boulevard des Chutes,Québec,Beauport,,46.87276270811512,-71.17178452838021
2197,Rue Dalhousie,Québec,La Cité-Limoilou,101752,46.81709850665827,-71.20255061952142
1572,Avenue Chauveau,Québec,Les Rivières,101455,46.8428041729135,-71.32774600174852
202,Boulevard Wilfrid-Hamel,L'Ancienne-Lorette,,,46.796562960649915,-71.34337401483174
43938,Rue de Panama,Québec,Les Rivières,200638,46.84440867295038,-71.33397904052309
1917,Rue de Martigny,Québec,Les Rivières,103352,46.84891436603034,-71.3292926907131
6554,Rue de Toulon,Saint-Augustin-de-Desmaures,,139768,46.75403538939884,-71.43361632685517
19343,Rue de l'Agriculture,Québec,Sainte-Foy–Sillery–Cap-Rouge,118525,46.77634422448227,-71.27794079652426
1909,Rue Courtois,Québec,Les Rivières,101675,46.84630733656824,-71.32586722975334
170427,Boulevard Louis-XIV,Québec,Beauport,,46.8990472514616,-71.19377572040486
513,Boulevard Wilfrid-Hamel,L'Ancienne-Lorette,,117418,46.798039670451416,-71.34430655461455
10475,Rue de Coligny,Québec,Les Rivières,101581,46.8400035692908,-71.29264426806976
1651,Rue des Fous-de-Bassan,Québec,La Haute-Saint-Charles,100062,46.84436051957884,-71.3925520805741
18138,Avenue De Rochebelle,Québec,Sainte-Foy–Sillery–Cap-Rouge,119647,46.772010201670874,-71.30135066735274
18915,Avenue De Rochebelle,Québec,Sainte-Foy–Sillery–Cap-Rouge,119649,46.768373213775995,-71.30094891833531
6556,Rue d'Anvers,Saint-Augustin-de-Desmaures,,128711,46.752361987690904,-71.43652869081717
8579,Rue du Val-d'Oise,Québec,Charlesbourg,122414,46.87243780009983,-71.27973117276358
8956,76e Rue Est,Québec,Charlesbourg,121394,46.85988906840985,-71.26505917852886
6893,Rue La Ferté,Québec,Beauport,127853,46.87566807616643,-71.21793479131507
6378,Avenue du Bourg-Royal,Québec,Beauport,,46.856965486434426,-71.21898423526697
5872,Avenue Mallet,Québec,Beauport,126706,46.862075466800285,-71.22794629237588
18674,Chemin Sainte-Foy,Québec,Sainte-Foy–Sillery–Cap-Rouge,119848,46.77445501663221,-71.31379115960736
13610,Rue du Lyonnais,Québec,Charlesbourg,122896,46.87195051054968,-71.279289847026
4617,Chemin du Roy,Saint-Augustin-de-Desmaures,,132941,46.73153565777053,-71.46125260301274
6379,Rue du Carrefour,Québec,Beauport,,46.85912244497267,-71.21959072814163
24405,Rue Antoine-Fortier,Québec,Beauport,134286,46.868458100853616,-71.20692583916245
18035,Rue Jean-Durand,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.78930130751852,-71.28726357931497
18707,Rue Jean-Durand,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.79019773494275,-71.28482804659637
13338,Rue Turgeon,Québec,La Cité-Limoilou,105713,46.81026611184559,-71.22875483989023
8820,Rue du Soleil-Levant,Québec,La Haute-Saint-Charles,135687,46.877609792937086,-71.32601040327103
18892,Rue de Bellevue,Québec,Sainte-Foy–Sillery–Cap-Rouge,117740,46.78858525082977,-71.26514097014139
12596,Rue du Manège,Québec,Beauport,125870,46.86018395020792,-71.18579356694957
169468,Rue de l'Apogée,Québec,La Haute-Saint-Charles,,46.880346652849845,-71.3239812199832
142487,67e Rue Est,Québec,Charlesbourg,,46.85579384268185,-71.25802733672178
2202,Rue Dalhousie,Québec,La Cité-Limoilou,101750,46.81579448698701,-71.20188068501335
163720,Avenue de Brunoy,Québec,Charlesbourg,,46.86088375927671,-71.24944807590795
55443,Boulevard des Chutes,Québec,Beauport,133486,46.85601805415731,-71.19182476593865
15556,Rue Chapais,Québec,Beauport,125619,46.85919139628494,-71.18703846321925
12324,Rue du Fargy,Québec,Beauport,125600,46.858079158340594,-71.18846156340406
87134,52e Rue Est,Québec,Charlesbourg,,46.84944139775649,-71.25040863690427
54803,Boulevard des Chutes,Québec,Beauport,126184,46.85486733275887,-71.19488137810825
169469,Rue de Rigel,Québec,La Haute-Saint-Charles,,46.880901854200594,-71.32385144695984
6277,Rue Labelle,Québec,Beauport,128840,46.871706434878,-71.18075622472345
170361,,Québec,La Haute-Saint-Charles,,46.864993589792846,-71.349936595213
167490,Carré Marie-Guérin,Québec,Beauport,,46.91349243976165,-71.20309502158119
13963,Rue du Hibou,Québec,Beauport,127638,46.87338606934615,-71.2199106807457
166051,Avenue De La Vérendrye,Québec,La Cité-Limoilou,,46.83562700633724,-71.21427580438619
2422,Avenue Chauveau,Québec,La Haute-Saint-Charles,101458,46.829022322936,-71.35436506574358
682,Rue Claisse,Québec,Les Rivières,,46.81588519016575,-71.31330553275224
11769,Rue de la Licorne,Québec,Beauport,128150,46.898377224016144,-71.17446047310162
36565,Rue de Cassiopée,Québec,La Haute-Saint-Charles,147209,46.883046542631035,-71.33120681858483
2789,Avenue Chauveau,Québec,La Haute-Saint-Charles,101457,46.83179295064622,-71.35033627125985
170426,Avenue Morency,Québec,Beauport,,46.874979267239354,-71.15872735995501
9952,Rue des Carouges,Québec,La Haute-Saint-Charles,117677,46.902081480829764,-71.35994981628197
19889,Boulevard du Versant-Nord,Québec,Sainte-Foy–Sillery–Cap-Rouge,121224,46.77153948663431,-71.33447986556284
170396,,Saint-Augustin-de-Desmaures,,,46.76098608544657,-71.51786868974428
11790,Boulevard Albert-Chrétien,Québec,Beauport,,46.86656306752445,-71.21960146158047
10101,Rue de la Douceur,Québec,La Haute-Saint-Charles,132255,46.893288006560276,-71.37587411923612
6296,Boulevard des Chutes,Québec,Beauport,129110,46.86975250672937,-71.17614673840868
14084,Rue de Bromont,Québec,Beauport,127840,46.87610492945507,-71.21480208975231
11463,Rue Abraham-Martin,Québec,La Cité-Limoilou,106833,46.82122457498807,-71.20157539407735
4171,Rue Tronquet,Québec,Beauport,128033,46.88678763634652,-71.19050733773798
18588,Rue François-Arteau,Québec,Sainte-Foy–Sillery–Cap-Rouge,120297,46.78292300532136,-71.30033734660836
13914,Rue Lavoisier,Québec,Les Rivières,,46.798391671287895,-71.27394683209904
59628,Avenue Chapdelaine,Québec,Sainte-Foy–Sillery–Cap-Rouge,117800,46.793706290859674,-71.2694077119525
514,Boulevard Wilfrid-Hamel,L'Ancienne-Lorette,,117420,46.797594909017775,-71.34545252313345
19839,Chemin Saint-Louis,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.773653612456485,-71.25123837507935
11267,Boulevard Bastien,Québec,Les Rivières,,46.85628764528285,-71.34030317483993
18199,Avenue Maricourt,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.76384051401518,-71.31283695294319
1945,Avenue des Ancêtres,Québec,Les Rivières,100131,46.84942455106433,-71.31662845159593
1467,Rue du Foyer,Québec,Les Rivières,102232,46.86040869749365,-71.33067525587101
9418,Rue du Romarin,Québec,La Haute-Saint-Charles,115774,46.88121513154733,-71.33978623666823
20578,Rue de Prague,Québec,Les Rivières,146490,46.847090595734926,-71.33999300937799
11419,Rue de Quito,Québec,Les Rivières,144086,46.840136575791696,-71.33880737641559
3633,Rue de Bretagne,Québec,Les Rivières,100915,46.85196967424209,-71.33472224959475
2103,Rue Jeanne-Lavery,Québec,Les Rivières,102757,46.838814346868745,-71.30436268645234
169305,Avenue Roland-Beaudin,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.77167078499221,-71.29831695615441
170491,,Québec,La Haute-Saint-Charles,,46.841754323149424,-71.41599062674021
170490,,Québec,La Haute-Saint-Charles,,46.84279873205667,-71.4174865646446
169465,Rue de l'Apogée,Québec,La Haute-Saint-Charles,,46.87958625989547,-71.32276924919037
170489,,Québec,La Haute-Saint-Charles,,46.84319806418203,-71.41806906686232
3628,Boulevard Savard,Québec,Les Rivières,104911,46.85095547942724,-71.33419645873387
19816,Rue de l'Université,Québec,Sainte-Foy–Sillery–Cap-Rouge,,46.77943926973726,-71.26706507063356
167161,Rue Chagall,Québec,La Haute-Saint-Charles,,46.84044755515582,-71.41518313899925
53857,Rue des Condors,Québec,La Haute-Saint-Charles,201626,46.84312581317913,-71.41736399670143
47451,Rue de Burgos,Québec,Les Rivières,201702,46.838600317589446,-71.33408759650854
3775,Rue Barrin,Québec,La Cité-Limoilou,103660,46.79317105457754,-71.2541005882916
120,Rue Larche,Québec,Les Rivières,140166,46.84631073825048,-71.29325247909024
13127,Rue de Chamerolles,Québec,Les Rivières,136210,46.84902167037073,-71.33471176980912
5899,Rue du Long-Sault,Québec,Beauport,126450,46.85881442149187,-71.20833728524316
1461,Boulevard Bastien,Québec,Les Rivières,100569,46.85723858520584,-71.3273409702429
169348,15e Rue,Québec,La Cité-Limoilou,,46.83018224151578,-71.23189578700953
14896,Avenue Baillairgé,Québec,La Cité-Limoilou,104392,46.79334090807828,-71.26490775925916
167886,Boulevard Henri-Bourassa,Québec,Charlesbourg,,46.85021817820718,-71.24442927097552
10745,Rue Desrochers,Québec,Les Rivières,112868,46.820098525285175,-71.26903853379955
18599,Chemin des Quatre-Bourgeois,Québec,Sainte-Foy–Sillery–Cap-Rouge,118814,46.78204775345383,-71.2878454877562
47768,Rue d'Avila,Québec,Les Rivières,201722,46.84876649534077,-71.34422599258967
11174,Rue de la Belle-Meunière,Québec,Les Rivières,100789,46.852780604905846,-71.3314852041927
1463,Boulevard Savard,Québec,Les Rivières,104920,46.856340204732945,-71.33607536834022
18750,Carré Pijart,Québec,Sainte-Foy–Sillery–Cap-Rouge,118768,46.786044754538416,-71.2913815712092
3635,Rue de Boulogne,Québec,Les Rivières,100850,46.85131264448231,-71.33593016160539
9625,Chemin de la Plage-Jacques-Cartier,Québec,Sainte-Foy–Sillery–Cap-Rouge,114599,46.74669859258448,-71.33653228309535
6422,Chemin du Roy,Saint-Augustin-de-Desmaures,,132943,46.72717235027408,-71.46956574690562
47135,Rue Marie-Lucie,Québec,Les Rivières,103577,46.85555965103921,-71.33222418291818
19155,Rue Anthony-Law,Québec,Sainte-Foy–Sillery–Cap-Rouge,118043,46.77139469846708,-71.27128448090794
170398,,Saint-Augustin-de-Desmaures,,,46.72503556006156,-71.47530596724394
